Dpse_gene,Dmel_gene,Type,Share_by_Dsub
LOC4817652,CG5758,Single copy gene,1
LOC4817653,CG31785,Single copy gene,1
LOC4817654,CG15152,Single copy gene,1
LOC4817655,CG15153,Single copy gene,1
LOC4817656,ninaD,Single copy gene,1
LOC4817657,CG31741,Single copy gene,1
LOC4817658,Arr1,Single copy gene,1
LOC4817659,rdo,Single copy gene,1
LOC4817668,CG15147,Single copy gene,1
LOC4817669,Sytalpha,Single copy gene,1
LOC4817670,CG6870,Single copy gene,1
LOC4817671,Oli,Single copy gene,1
LOC4817676,mEFTs,Single copy gene,1
LOC4817677,CG15142,Single copy gene,1
LOC4817678,qua,Single copy gene,1
LOC4817679,CG5131,Single copy gene,1
LOC4817680,GCS2beta,Single copy gene,1
LOC4817681,CG5110,Single copy gene,1
LOC4817682,fws,Single copy gene,1
LOC4817683,Sgt,Single copy gene,1
LOC4817684,cass,Single copy gene,1
LOC4817686,CG3294,Single copy gene,1
LOC4817687,Clect27,Single copy gene,1
LOC4817688,fipi,Single copy gene,1
LOC4817690,CG34351,Single copy gene,1
LOC4817693,Elba3,Single copy gene,1
LOC4817695,Bsg25A,Single copy gene,1
LOC4817696,CG3355,Single copy gene,1
LOC4817698,ine,Single copy gene,1
LOC4817700,FIG4,Single copy gene,1
LOC4817701,beat-IIIb,Single copy gene,1
LOC4817702,CG31806,Single copy gene,1
LOC4817704,tweek,Single copy gene,1
LOC4817707,CG6115,Single copy gene,1
LOC4817708,CG31743,Single copy gene,1
LOC4817711,Hacd1,Single copy gene,1
LOC4817712,Cda5,Single copy gene,1
LOC4817713,c_2_M,Single copy gene,1
LOC4817715,Syx5,Single copy gene,1
LOC4817716,heix,Single copy gene,1
LOC4817717,dpr19,Single copy gene,1
LOC4817718,Pvf2,Single copy gene,1
LOC4817719,CG4822,Single copy gene,1
LOC4817720,CG14945,Single copy gene,1
LOC4817721,RpL40,Single copy gene,1
LOC4817722,CG4278,Single copy gene,1
LOC4817725,CG4908,Single copy gene,1
LOC4817727,CG6712,Single copy gene,1
LOC4817728,ovm,Single copy gene,1
LOC4817729,Sem1,Single copy gene,1
LOC4817731,l_2_gl,Single copy gene,1
LOC4817732,CG14947,Single copy gene,1
LOC4817736,CG13258,Single copy gene,1
LOC4817737,Cyp303a1,Single copy gene,1
LOC4817738,Rab3-GAP,Single copy gene,1
LOC4817740,CG3164,Single copy gene,1
LOC4817741,Pvf3,Single copy gene,1
LOC4817742,CG4496,Single copy gene,1
LOC4817743,CG11454,Single copy gene,1
LOC4817744,Zir,Single copy gene,1
LOC4817749,Tom70,Single copy gene,1
LOC4817750,tutl,Single copy gene,1
LOC4817751,gny,Single copy gene,1
LOC4817753,CG31974,Single copy gene,1
LOC4817754,firl,Single copy gene,1
LOC4817755,CG42399,Single copy gene,1
LOC4817756,CG4935,Single copy gene,1
LOC4817757,CG11374,Single copy gene,1
LOC4817758,cni,Single copy gene,1
LOC4817759,Plzf,Single copy gene,1
LOC4817760,CG15425,Single copy gene,1
LOC4817761,GMF,Single copy gene,1
LOC4817762,CG5708,Single copy gene,1
LOC4817765,CG4497,Single copy gene,1
LOC4817766,Rh5,Single copy gene,1
LOC4817770,Usp14,Single copy gene,1
LOC4817773,SmB,Single copy gene,1
LOC4817774,GluRIIC,Single copy gene,1
LOC4817775,crp,Single copy gene,1
LOC4817776,Wdr81,Single copy gene,1
LOC4817777,ninaA,Single copy gene,1
LOC4817778,mRpL4,Single copy gene,1
LOC4817779,cact,Single copy gene,1
LOC4817780,CG4502,Single copy gene,1
LOC4817781,dbr,Single copy gene,1
LOC4817782,CG5861,Single copy gene,1
LOC4817786,chinmo,Single copy gene,1
LOC4817787,pkaap,Single copy gene,1
LOC4817788,Pex19,Single copy gene,1
LOC4817789,prd,Single copy gene,1
LOC4817790,Sam-S,Single copy gene,1
LOC4817791,net,Single copy gene,1
LOC4817792,ft,Single copy gene,1
LOC4817793,CG31717,Single copy gene,1
LOC4817794,Mnn1,Single copy gene,1
LOC4817795,CG3702,Single copy gene,1
LOC4817796,RpL7-like,Single copy gene,1
LOC4817797,JhI-21,Single copy gene,1
LOC4817798,CG6770,Single copy gene,1
LOC4817799,CG6785,Single copy gene,1
LOC4817800,CG31975,Single copy gene,1
LOC4817804,CG6766,Single copy gene,1
LOC4817805,Art2,Single copy gene,1
LOC4817806,Nhe1,Single copy gene,1
LOC4817807,bdl,Single copy gene,1
LOC4817808,CG11377,Single copy gene,1
LOC4817809,galectin,Single copy gene,1
LOC4817810,Ac3,Single copy gene,1
LOC4817811,Cul2,Single copy gene,1
LOC4817813,Gart,Single copy gene,1
LOC4817814,Pcp,Single copy gene,1
LOC4817815,scat,Single copy gene,1
LOC4817817,Stip1,Single copy gene,1
LOC4817818,KFase,Single copy gene,1
LOC4817819,Cap-D3,Single copy gene,1
LOC4817820,Gr28b,Single copy gene,1
LOC4817821,Gr28a,Single copy gene,1
LOC4817822,mmy,Single copy gene,1
LOC4817825,holn1,Single copy gene,1
LOC4817826,CG7110,Single copy gene,1
LOC4817827,Tbc1d15-17,Single copy gene,1
LOC4817828,CG11617,Single copy gene,1
LOC4817829,CG9596,Single copy gene,1
LOC4817830,mid,Single copy gene,1
LOC4817832,CG43322,Single copy gene,1
LOC4817833,smo,Single copy gene,1
LOC4817834,U2af38,Single copy gene,1
LOC4817835,CG11562,Single copy gene,1
LOC4817836,epsilonCOP,Single copy gene,1
LOC4817837,vig,Single copy gene,1
LOC4817839,GABA-B-R1,Single copy gene,1
LOC4817840,Rnmt,Single copy gene,1
LOC4817841,CG11029,Single copy gene,1
LOC4817842,Vm26Ab,Single copy gene,1
LOC4817843,CG11555,Single copy gene,1
LOC4817844,CG9550,Single copy gene,1
LOC4817845,CG13081,Single copy gene,1
LOC4817847,CG9154,Single copy gene,1
LOC4817848,CG3625,Single copy gene,1
LOC4817849,CG11601,Single copy gene,1
LOC4817851,Cpr35B,Single copy gene,1
LOC4817852,Pburs,Single copy gene,1
LOC4817855,CG17078,Single copy gene,1
LOC4817856,CG9547,Single copy gene,1
LOC4817857,mRpL10,Single copy gene,1
LOC4817858,nur,Single copy gene,1
LOC4817859,CG9135,Single copy gene,1
LOC4817861,Ent2,Single copy gene,1
LOC4817862,Nnp-1,Single copy gene,1
LOC4817863,rau,Single copy gene,1
LOC4817864,l_2_37Bb,Single copy gene,1
LOC4817865,stai,Single copy gene,1
LOC4817866,twe,Single copy gene,1
LOC4817867,CG9263,Single copy gene,1
LOC4817868,CG9098,Single copy gene,1
LOC4817870,H2.0,Single copy gene,1
LOC4817871,CG10132,Single copy gene,1
LOC4817874,Hasp,Single copy gene,1
LOC4817875,CG13995,Single copy gene,1
LOC4817876,CG13992,Single copy gene,1
LOC4817877,THG,Single copy gene,1
LOC4817878,CG15283,Single copy gene,1
LOC4817879,Oscillin,Single copy gene,1
LOC4817880,CG14014,Single copy gene,1
LOC4817881,Ziz,Single copy gene,1
LOC4817882,CG10166,Single copy gene,1
LOC4817884,CG13996,Single copy gene,1
LOC4817885,noc,Single copy gene,1
LOC4817886,Phlpp,Single copy gene,1
LOC4817887,CG5181,Single copy gene,1
LOC4817889,loqs,Single copy gene,1
LOC4817891,CG17378,Single copy gene,1
LOC4817894,mtm,Single copy gene,1
LOC4817896,B4,Single copy gene,1
LOC4817897,Tsp26A,Single copy gene,1
LOC4817898,Pol32,Single copy gene,1
LOC4817899,CG31644,Single copy gene,1
LOC4817900,MME1,Single copy gene,1
LOC4817901,numb,Single copy gene,1
LOC4817902,stc,Single copy gene,1
LOC4817903,CG14005,Single copy gene,1
LOC4817905,RpL24,Single copy gene,1
LOC4817908,CG6523,Single copy gene,1
LOC4817909,ref_2_P,Single copy gene,1
LOC4817910,Kr-h2,Single copy gene,1
LOC4817911,Klp31E,Single copy gene,1
LOC4817913,CG10137,Single copy gene,1
LOC4817914,CG10165,Single copy gene,1
LOC4817915,Fbw5,Single copy gene,1
LOC4817918,aurB,Single copy gene,1
LOC4817919,COX5BL,Single copy gene,1
LOC4817920,CG15270,Single copy gene,1
LOC4817921,solo,Single copy gene,1
LOC4817922,CG31913,Single copy gene,1
LOC4817923,CG3769,Single copy gene,1
LOC4817924,AkhR,Single copy gene,1
LOC4817925,CG10834,Single copy gene,1
LOC4817926,CG12517,Single copy gene,1
LOC4817928,CG5177,Single copy gene,1
LOC4817929,CG6675,Single copy gene,1
LOC4817930,ppk,Single copy gene,1
LOC4817931,CG10470,Single copy gene,1
LOC4817932,Pi3K21B,Single copy gene,1
LOC4817934,nrv1,Single copy gene,1
LOC4817935,CG2201,Single copy gene,1
LOC4817937,Agpat2,Single copy gene,1
LOC4817938,fy,Single copy gene,1
LOC4817939,tsh,Single copy gene,1
LOC4817940,DIP-kappa,Single copy gene,1
LOC4817941,Pfas,Single copy gene,1
LOC4817942,CG9175,Single copy gene,1
LOC4817943,Hel25E,Single copy gene,1
LOC4817945,eIF4A,Single copy gene,1
LOC4817946,Hacd2,Single copy gene,1
LOC4817947,Ucp4C,Single copy gene,1
LOC4817948,CG31908,Single copy gene,1
LOC4817949,CG31855,Single copy gene,1
LOC4817950,Tap42,Single copy gene,1
LOC4817952,CG9377,Single copy gene,1
LOC4817955,CSN1a,Single copy gene,1
LOC4817959,CG2225,Single copy gene,1
LOC4817960,CG13693,Single copy gene,1
LOC4817961,CG4218,Single copy gene,1
LOC4817962,CG10495,Single copy gene,1
LOC4817963,elB,Single copy gene,1
LOC4817964,Rpn3,Single copy gene,1
LOC4817965,Tehao,Single copy gene,1
LOC4817967,Dad1,Single copy gene,1
LOC4817968,Rcd4,Single copy gene,1
LOC4817970,beta'COP,Single copy gene,1
LOC4817972,CG14020,Single copy gene,1
LOC4817978,Mco1,Single copy gene,1
LOC4817980,CG9302,Single copy gene,1
LOC4817981,CG6565,Single copy gene,1
LOC4817982,dsf,Single copy gene,1
LOC4817984,nrv2,Single copy gene,1
LOC4817985,Uba4,Single copy gene,1
LOC4817987,meng,Single copy gene,1
LOC4817988,CG17834,Single copy gene,1
LOC4817989,CIAPIN1,Single copy gene,1
LOC4817990,CG11030,Single copy gene,1
LOC4817991,CG7099,Single copy gene,1
LOC4817994,Fbp2,Single copy gene,1
LOC4817995,Df31,Single copy gene,1
LOC4817996,Ret,Single copy gene,1
LOC4817997,Mcm10,Single copy gene,1
LOC4817998,prg,Single copy gene,1
LOC4818001,step,Single copy gene,1
LOC4818002,CG18269,Single copy gene,1
LOC4818003,uif,Single copy gene,1
LOC4818004,Tsp,Single copy gene,1
LOC4818005,CG3748,Single copy gene,1
LOC4818006,CG6907,Single copy gene,1
LOC4818009,Coq6,Single copy gene,1
LOC4818010,CG9107,Single copy gene,1
LOC4818011,homer,Single copy gene,1
LOC4818012,CG7382,Single copy gene,1
LOC4818013,CG9044,Single copy gene,1
LOC4818014,Stam,Single copy gene,1
LOC4818016,CG17075,Single copy gene,1
LOC4818017,eya,Single copy gene,1
LOC4818018,cl,Single copy gene,1
LOC4818019,Vps52,Single copy gene,1
LOC4818020,CG11034,Single copy gene,1
LOC4818022,CG10268,Single copy gene,1
LOC4818026,CG13386,Single copy gene,1
LOC4818029,CG12253,Single copy gene,1
LOC4818032,gudu,Single copy gene,1
LOC4818033,CG15219,Single copy gene,1
LOC4818035,chm,Single copy gene,1
LOC4818036,muc,Single copy gene,1
LOC4818038,CG6441,Single copy gene,1
LOC4818039,emb,Single copy gene,1
LOC4818041,Liprin-alpha,Single copy gene,1
LOC4818045,IPIP,Single copy gene,1
LOC4818046,Bdp1,Single copy gene,1
LOC4818047,CG9021,Single copy gene,1
LOC4818048,CG13999,Single copy gene,1
LOC4818051,ifc,Single copy gene,1
LOC4818054,CG14000,Single copy gene,1
LOC4818055,CG33116,Single copy gene,1
LOC4818056,Pfdn1,Single copy gene,1
LOC4818057,CG4168,Single copy gene,1
LOC4818058,CG7239,Single copy gene,1
LOC4818060,dao,Single copy gene,1
LOC4818062,CG13398,Single copy gene,1
LOC4818063,CG13397,Single copy gene,1
LOC4818064,CG1416,Single copy gene,1
LOC4818065,Chrac-14,Single copy gene,1
LOC4818066,D12,Single copy gene,1
LOC4818067,CG9171,Single copy gene,1
LOC4818069,osp,Single copy gene,1
LOC4818071,Obp28a,Single copy gene,1
LOC4818074,nolo,Single copy gene,1
LOC4818076,TrissinR,Single copy gene,1
LOC4818077,tomb,Single copy gene,1
LOC4818078,CG14015,Single copy gene,1
LOC4818080,REPTOR-BP,Single copy gene,1
LOC4818082,NC2beta,Single copy gene,1
LOC4818083,CG14006,Single copy gene,1
LOC4818085,Dnz1,Single copy gene,1
LOC4818089,Rab30,Single copy gene,1
LOC4818091,Gdi,Single copy gene,1
LOC4818093,AlaRS,Single copy gene,1
LOC4818094,Nse4,Single copy gene,1
LOC4818095,STUB1,Single copy gene,1
LOC4818096,Wdr82,Single copy gene,1
LOC4818098,CG5958,Single copy gene,1
LOC4818099,Rchy1,Single copy gene,1
LOC4818100,bur,Single copy gene,1
LOC4818102,Dh31,Single copy gene,1
LOC4818104,Lam,Single copy gene,1
LOC4818105,CG11147,Single copy gene,1
LOC4818106,CG31648,Single copy gene,1
LOC4818107,CG31915,Single copy gene,1
LOC4818108,B9d2,Single copy gene,1
LOC4818109,ck,Single copy gene,1
LOC4818111,obst-E,Single copy gene,1
LOC4818112,SmydA-3,Single copy gene,1
LOC4818114,CG3345,Single copy gene,1
LOC4818115,CG31637,Single copy gene,1
LOC4818118,Phf5a,Single copy gene,1
LOC4818119,Arpc4,Single copy gene,1
LOC4818120,CG9147,Single copy gene,1
LOC4818121,Rpp30,Single copy gene,1
LOC4818122,kis,Single copy gene,1
LOC4818125,CG31643,Single copy gene,1
LOC4818126,CG9014,Single copy gene,1
LOC4818127,Gpo3,Single copy gene,1
LOC4818128,slmo,Single copy gene,1
LOC4818130,CG6055,Single copy gene,1
LOC4818131,CG9536,Single copy gene,1
LOC4818133,CG31642,Single copy gene,1
LOC4818134,CG17294,Single copy gene,1
LOC4818135,CG13390,Single copy gene,1
LOC4818137,yellow-c,Single copy gene,1
LOC4818138,LUBEL,Single copy gene,1
LOC4818140,PCNA2,Single copy gene,1
LOC4818141,Hakai,Single copy gene,1
LOC4818142,Ing5,Single copy gene,1
LOC4818143,COX5B,Single copy gene,1
LOC4818144,Eaat1,Single copy gene,1
LOC4818146,Hsp60D,Single copy gene,1
LOC4818147,chic,Single copy gene,1
LOC4818150,CG9109,Single copy gene,1
LOC4818151,WDR79,Single copy gene,1
LOC4818153,Kr-h1,Single copy gene,1
LOC4818154,l_2_35Be,Single copy gene,1
LOC4818155,DCTN5-p25,Single copy gene,1
LOC4818158,CG9117,Single copy gene,1
LOC4818159,CG13392,Single copy gene,1
LOC4818162,CG9150,Single copy gene,1
LOC4818163,CG5160,Single copy gene,1
LOC4818164,CG5171,Single copy gene,1
LOC4818165,CG5973,Single copy gene,1
LOC4818166,HemK1,Single copy gene,1
LOC4818167,TTLL3A,Single copy gene,1
LOC4818168,CG31910,Single copy gene,1
LOC4818171,CG1421,Single copy gene,1
LOC4818172,EndoGI,Single copy gene,1
LOC4818173,PRL-1,Single copy gene,1
LOC4818174,Oatp30B,Single copy gene,1
LOC4818175,CG13991,Single copy gene,1
LOC4818176,Sec61alpha,Single copy gene,1
LOC4818177,CG9222,Single copy gene,1
LOC4818178,CG31627,Single copy gene,1
LOC4818179,CG31612,Single copy gene,1
LOC4818180,CG10337,Single copy gene,1
LOC4818182,CG43345,Single copy gene,1
LOC4818183,CG9246,Single copy gene,1
LOC4818184,Nbr,Single copy gene,1
LOC4818185,CG9248,Single copy gene,1
LOC4818186,Coq3,Single copy gene,1
LOC4818187,Mpp6,Single copy gene,1
LOC4818188,E2f2,Single copy gene,1
LOC4818190,CG9253,Single copy gene,1
LOC4818191,Dap160,Single copy gene,1
LOC4818192,Nhe2,Single copy gene,1
LOC4818193,CG9257,Single copy gene,1
LOC4818194,l_2_05287,Single copy gene,1
LOC4818195,CG9259,Single copy gene,1
LOC4818197,tadr,Single copy gene,1
LOC4818198,CG9265,Single copy gene,1
LOC4818199,Itgbn,Single copy gene,1
LOC4818206,bin3,Single copy gene,1
LOC5384074,E_spl_m3-HLH,Single copy gene,1
LOC5495503,GstE4,Single copy gene,1
LOC5495506,Wdr62,Single copy gene,1
LOC5495508,thetaTry,Single copy gene,1
LOC5495509,Jon25Bii,Single copy gene,1
LOC5495511,Cpr65Av,Single copy gene,1
LOC5495514,GILT2,Single copy gene,1
LOC5687544,TwdlD,Single copy gene,1
LOC6896656,CG13639,Single copy gene,1
LOC6896657,CG13641,Single copy gene,1
LOC6896662,CG15561,Single copy gene,1
LOC6896664,CG15556,Single copy gene,1
LOC6896680,CG42752,Single copy gene,1
LOC6896686,CG12071,Single copy gene,1
LOC6896687,CG15546,Single copy gene,1
LOC6896688,SMC5,Single copy gene,1
LOC6896689,cindr,Single copy gene,1
LOC6896706,CG2246,Single copy gene,1
LOC6896710,CG42558,Single copy gene,1
LOC6896711,Acph-1,Single copy gene,1
LOC6896712,CG7903,Single copy gene,1
LOC6896713,CG34298,Single copy gene,1
LOC6896714,Tace,Single copy gene,1
LOC6896715,Mgat2,Single copy gene,1
LOC6896716,Sry-beta,Single copy gene,1
LOC6896726,hdc,Single copy gene,1
LOC6896728,CG34299,Single copy gene,1
LOC6896740,CG15531,Single copy gene,1
LOC6896741,CG15530,Single copy gene,1
LOC6896742,Rad17,Single copy gene,1
LOC6896743,CG1983,Single copy gene,1
LOC6896744,CG31028,Single copy gene,1
LOC6896745,CG4408,Single copy gene,1
LOC6896746,Nepl17,Single copy gene,1
LOC6896747,Nepl18,Single copy gene,1
LOC6896748,Saf-B,Single copy gene,1
LOC6896749,CG5808,Single copy gene,1
LOC6896751,CG34150,Single copy gene,1
LOC6896752,asp,Single copy gene,1
LOC6896754,ash2,Single copy gene,1
LOC6896755,puf,Single copy gene,1
LOC6896756,CG43222,Single copy gene,1
LOC6896758,CG16779,Single copy gene,1
LOC6896762,CG14507,Single copy gene,1
LOC6896774,CG2006,Single copy gene,1
LOC6896778,Obp99c,Single copy gene,1
LOC6896780,CG34296,Single copy gene,1
LOC6896781,Pcd,Single copy gene,1
LOC6896782,CG11977,Single copy gene,1
LOC6896783,Octbeta3R,Single copy gene,1
LOC6896785,Octbeta2R,Single copy gene,1
LOC6896787,CG15923,Single copy gene,1
LOC6896789,CG34008,Single copy gene,1
LOC6896790,EloB,Single copy gene,1
LOC6896798,CG31515,Single copy gene,1
LOC6896804,CG34289,Single copy gene,1
LOC6896811,CG31145,Single copy gene,1
LOC6896816,CG10254,Single copy gene,1
LOC6896817,CG10252,Single copy gene,1
LOC6896819,Gba1b,Single copy gene,1
LOC6896823,Rassf,Single copy gene,1
LOC6896824,Rpn2,Single copy gene,1
LOC6896825,BBIP1,Single copy gene,1
LOC6896827,CG34117,Single copy gene,1
LOC6896829,CG33110,Single copy gene,1
LOC6896832,CG1646,Single copy gene,1
LOC6896833,CG34295,Single copy gene,1
LOC6896834,aqrs,Single copy gene,1
LOC6896836,CG10000,Single copy gene,1
LOC6896837,htt,Single copy gene,1
LOC6896838,snu,Single copy gene,1
LOC6896858,sosie,Single copy gene,1
LOC6896859,CG30384,Single copy gene,1
LOC6896863,CG7606,Single copy gene,1
LOC6896866,YL-1,Single copy gene,1
LOC6896869,Ets98B,Single copy gene,1
LOC6896875,l_1_10Bb,Single copy gene,1
LOC6896878,loco,Single copy gene,1
LOC6896881,CG1750,Single copy gene,1
LOC6896883,CAH5,Single copy gene,1
LOC6896884,ppk24,Single copy gene,1
LOC6896886,CG34347,Single copy gene,1
LOC6896888,CG1607,Single copy gene,1
LOC6896895,CG17224,Single copy gene,1
LOC6896901,CG14245,Single copy gene,1
LOC6896902,cher,Single copy gene,1
LOC6896914,Spn85F,Single copy gene,1
LOC6896916,Glut4EF,Single copy gene,1
LOC6896919,CG10340,Single copy gene,1
LOC6896920,CG42342,Single copy gene,1
LOC6896924,DNAlig3,Single copy gene,1
LOC6896926,CG18549,Single copy gene,1
LOC6896933,CG17298,Single copy gene,1
LOC6896940,pre-mod_mdg4_-Z,Single copy gene,1
LOC6896949,CG5466,Single copy gene,1
LOC6896950,Nep4,Single copy gene,1
LOC6896955,Syp,Single copy gene,1
LOC6896956,Fancd2,Single copy gene,1
LOC6896958,CG17271,Single copy gene,1
LOC6896959,sav,Single copy gene,1
LOC6896960,CG17119,Single copy gene,1
LOC6896962,p53,Single copy gene,1
LOC6896963,klg,Single copy gene,1
LOC6896965,CG7029,Single copy gene,1
LOC6896969,Rh6,Single copy gene,1
LOC6896975,CG42335,Single copy gene,1
LOC6896977,CG34148,Single copy gene,1
LOC6896983,Eip93F,Single copy gene,1
LOC6896986,Mitofilin,Single copy gene,1
LOC6896990,CG6026,Single copy gene,1
LOC6897006,c_3_G,Single copy gene,1
LOC6897007,Nuak1,Single copy gene,1
LOC6897009,CG3999,Single copy gene,1
LOC6897013,CG12817,Single copy gene,1
LOC6897014,Syn,Single copy gene,1
LOC6897015,CG6254,Single copy gene,1
LOC6897018,kibra,Single copy gene,1
LOC6897024,btsz,Single copy gene,1
LOC6897025,CG33331,Single copy gene,1
LOC6897026,CG33332,Single copy gene,1
LOC6897031,Dlc90F,Single copy gene,1
LOC6897032,CG18600,Single copy gene,1
LOC6897035,larp,Single copy gene,1
LOC6897045,CG42487,Single copy gene,1
LOC6897046,BOD1,Single copy gene,1
LOC6897048,CG34404,Single copy gene,1
LOC6897050,CG1774,Single copy gene,1
LOC6897053,CG14253,Single copy gene,1
LOC6897054,CG31076,Single copy gene,1
LOC6897055,TwdlC,Single copy gene,1
LOC6897056,CG31077,Single copy gene,1
LOC6897066,CG14257,Single copy gene,1
LOC6897067,Cpr97Eb,Single copy gene,1
LOC6897068,CG14258,Single copy gene,1
LOC6897072,CG17189,Single copy gene,1
LOC6897073,CG5880,Single copy gene,1
LOC6897074,CG5909,Single copy gene,1
LOC6897075,CG34293,Single copy gene,1
LOC6897077,Ser,Single copy gene,1
LOC6897080,CG42813,Single copy gene,1
LOC6897081,CG42814,Single copy gene,1
LOC6897083,yem,Single copy gene,1
LOC6897084,CG14516,Single copy gene,1
LOC6897090,CG43139,Single copy gene,1
LOC6897093,CG5194,Single copy gene,1
LOC6897098,CG32246,Single copy gene,1
LOC6897099,CG7695,Single copy gene,1
LOC6897104,CG34279,Single copy gene,1
LOC6897106,Sur-8,Single copy gene,1
LOC6897107,beat-IIa,Single copy gene,1
